"Bleaching","Ocean","Year","Depth","Storms","HumanImpact","Siltation","Dynamite","Poison","Sewage","Industrial","Commercial"
"No","Indian",2001,10,"yes","moderate","never","low","low","moderate","none","none"
"No","Pacific",2002,2,"yes","low","never","none","none","none","none","none"
"No","Pacific",2002,6,"yes","low","never","none","none","none","none","none"
"No","Pacific",2002,7,"no","low","never","low","low","low","none","none"
"No","Pacific",2002,4,"no","moderate","never","low","low","none","none","none"
"No","Pacific",2002,6.5,"no","moderate","never","low","low","none","none","none"
"No","Pacific",2002,5,"no","low","never","low","low","low","none","none"
"Yes","Pacific",2000,4,"yes","moderate","never","moderate","none","moderate","none","none"
"No","Pacific",2002,2,"no","moderate","never","low","low","none","none","none"
"No","Pacific",2002,3,"no","moderate","never","low","low","none","none","none"
"No","Pacific",2000,6,"yes","moderate","never","high","none","moderate","none","none"
"No","Pacific",2000,6,"yes","moderate","never","high","none","moderate","none","none"
"No","Pacific",2000,3,"yes","moderate","never","moderate","none","moderate","none","none"
"Yes","Indian",2001,10,"no","low","never","none","none","none","none","none"
"Yes","Pacific",1998,3,"no","moderate","never","moderate","moderate","none","none","none"
"No","Atlantic",1997,3,"no","low","never","none","low","none","none","none"
"No","Atlantic",1997,10,"no","low","never","none","low","none","none","none"
"No","Atlantic",1997,3,"no","low","never","none","none","none","none","none"
"No","Atlantic",1998,3,"no","moderate","never","none","none","low","none","none"
"No","Atlantic",1998,3,"no","low","never","none","low","low","none","none"
"No","Atlantic",1998,10,"no","low","never","none","low","low","none","none"
"No","Indian",1997,3,"no","high","never","high","none","none","none","none"
"No","Indian",1997,10,"no","high","never","high","none","none","none","none"
"No","Indian",1997,3,"no","low","never","none","none","low","none","none"
"No","Indian",1997,10,"no","low","never","none","none","low","none","none"
"Yes","Indian",1998,5,"no","low","never","low","none","low","none","none"
"Yes","Indian",1998,10,"no","low","never","low","none","low","none","none"
"Yes","Indian",1998,5,"no","low","never","low","none","none","none","none"
"Yes","Indian",1998,10,"no","low","never","low","none","none","none","none"
"No","Pacific",2006,3,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,10,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,3,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,10,"no","low","occasionally","none","low","low","none","low"
"No","Indian",2000,3,"no","low","never","none","low","low","none","none"
"No","Indian",2000,10,"no","low","never","none","low","low","none","none"
"No","Indian",2001,3,"no","moderate","never","none","none","none","none","none"
"No","Indian",2001,10,"no","moderate","never","none","none","none","none","none"
"No","Pacific",2003,3,"yes","low","never","none","low","none","none","none"
"No","Pacific",2003,10,"yes","low","never","none","low","none","none","none"
"No","Pacific",2006,3,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,10,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,3,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,10,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,3,"yes","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,10,"yes","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,3,"yes","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,10,"yes","low","occasionally","none","low","low","none","low"
"No","Pacific",2000,3,"no","moderate","never","moderate","low","none","none","none"
"No","Pacific",2000,10,"no","moderate","never","moderate","low","none","none","none"
"No","Indian",2001,3,"no","none","never","none","none","none","none","none"
"No","Indian",2001,10,"no","none","never","none","none","none","none","none"
"No","Pacific",2005,3,"yes","moderate","occasionally","none","none","low","none","moderate"
"No","Pacific",2005,10,"yes","moderate","occasionally","none","none","low","none","moderate"
"No","Pacific",2006,3,"yes","moderate","occasionally","none","none","low","none","moderate"
"No","Pacific",2006,10,"yes","moderate","occasionally","none","none","low","none","moderate"
"No","Pacific",2008,3,"no","none","never","low","none","low","none","low"
"No","Pacific",2008,10,"no","none","never","low","none","low","none","low"
"No","Pacific",2006,3,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,10,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,3,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,10,"no","low","occasionally","none","low","low","none","low"
"No","Indian",2000,3,"no","moderate","never","none","low","none","none","none"
"No","Indian",2000,10,"no","moderate","never","none","low","none","none","none"
"No","Indian",2001,3,"no","moderate","never","none","none","none","none","none"
"No","Indian",2001,10,"no","moderate","never","none","none","none","none","none"
"No","Pacific",2003,3,"yes","low","never","none","none","low","none","high"
"No","Pacific",2003,10,"yes","low","never","none","none","low","none","high"
"No","Pacific",2005,3,"yes","moderate","occasionally","none","none","low","none","moderate"
"No","Pacific",2005,10,"yes","moderate","occasionally","none","none","low","none","moderate"
"No","Pacific",2006,3,"yes","moderate","occasionally","none","none","low","none","moderate"
"No","Pacific",2006,10,"yes","moderate","occasionally","none","none","low","none","moderate"
"No","Pacific",2008,3,"no","none","never","none","low","low","none","low"
"No","Pacific",2008,10,"no","none","never","none","low","low","none","low"
"No","Pacific",2009,3,"no","low","occasionally","none","low","none","none","low"
"No","Pacific",2009,10,"no","low","occasionally","none","low","none","none","low"
"No","Pacific",2005,3,"yes","moderate","occasionally","none","none","low","none","low"
"No","Pacific",2005,10,"yes","moderate","occasionally","none","none","low","none","low"
"No","Pacific",2006,3,"yes","moderate","occasionally","none","none","low","none","low"
"No","Pacific",2006,10,"yes","moderate","occasionally","none","none","low","none","low"
"No","Pacific",2008,3,"no","none","never","none","none","low","none","low"
"No","Pacific",2008,10,"no","none","never","none","none","low","none","low"
"No","Pacific",2005,3,"yes","low","often","none","none","low","none","moderate"
"No","Pacific",2005,10,"yes","low","often","none","none","low","none","moderate"
"No","Pacific",2006,3,"yes","low","often","none","none","low","none","moderate"
"No","Pacific",2006,10,"yes","low","often","none","none","low","none","moderate"
"No","Pacific",2008,3,"no","none","occasionally","none","none","none","none","none"
"No","Pacific",2008,10,"no","none","occasionally","none","none","none","none","none"
"No","Pacific",2009,3,"no","low","occasionally","none","low","none","none","low"
"No","Pacific",2009,10,"no","low","occasionally","none","low","none","none","low"
"No","Pacific",2005,3,"yes","moderate","often","none","none","low","none","none"
"No","Pacific",2005,10,"yes","moderate","often","none","none","low","none","none"
"No","Pacific",2006,3,"yes","moderate","often","none","none","low","none","none"
"No","Pacific",2006,10,"yes","moderate","often","none","none","low","none","none"
"No","Pacific",2008,3,"no","none","occasionally","none","none","none","none","none"
"No","Pacific",2008,10,"no","none","occasionally","none","none","none","none","none"
"No","Pacific",2009,3,"no","low","occasionally","none","low","none","none","low"
"No","Pacific",2009,10,"no","low","occasionally","none","low","none","none","low"
"No","Pacific",2006,3,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,10,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,3,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2006,10,"no","low","occasionally","none","low","low","none","low"
"No","Pacific",2009,5,"no","high","always","none","none","high","none","high"
"No","Pacific",2009,9,"no","high","always","none","none","high","none","high"
"No","Pacific",2009,5,"no","moderate","often","none","low","moderate","moderate","high"
"No","Pacific",2009,9,"no","moderate","often","none","low","moderate","moderate","high"
"No","Pacific",2004,3,"yes","moderate","never","none","none","none","none","moderate"
"No","Pacific",2004,10,"yes","moderate","never","none","none","none","none","moderate"
"No","Pacific",2000,3,"no","low","never","none","low","low","none","none"
"No","Pacific",2000,10,"no","low","never","none","low","low","none","none"
"No","Pacific",2004,3,"yes","moderate","never","none","none","none","none","moderate"
"No","Pacific",2004,10,"yes","moderate","never","none","none","none","none","moderate"
"No","Pacific",2004,3,"yes","moderate","never","none","none","none","none","moderate"
"No","Pacific",2004,10,"yes","moderate","never","none","none","none","none","moderate"
"No","Pacific",2004,3,"yes","moderate","never","none","none","none","none","moderate"
"No","Pacific",2004,10,"yes","moderate","never","none","none","none","none","moderate"
"No","Pacific",2000,3,"no","low","never","none","low","low","none","none"
"No","Pacific",2000,10,"no","low","never","none","low","low","none","none"
"No","Pacific",2012,5.5,"yes","high","always","none","none","none","low","moderate"
"No","Pacific",2005,3,"no","moderate","often","none","high","high","moderate","moderate"
"No","Pacific",2005,10,"no","moderate","often","none","high","high","moderate","moderate"
"No","Pacific",2006,3,"no","moderate","often","none","high","high","low","moderate"
"No","Pacific",2006,10,"no","moderate","often","none","high","high","low","moderate"
"No","Pacific",2006,3,"no","none","occasionally","none","none","none","low","moderate"
"No","Pacific",2006,3,"no","none","never","none","high","low","none","moderate"
"No","Pacific",2006,6,"no","none","never","none","high","low","none","moderate"
"No","Pacific",2014,11,"no","moderate","occasionally","none","none","low","low","low"
"No","Pacific",2010,8,"no","moderate","always","none","none","low","moderate","low"
"No","Pacific",2010,9,"no","moderate","always","none","none","low","moderate","low"
"No","Pacific",2010,9,"no","moderate","always","none","none","low","moderate","low"
"No","Pacific",2010,9,"no","moderate","always","none","none","low","moderate","low"
"No","Pacific",2011,10,"no","moderate","always","none","none","low","moderate","low"
"No","Pacific",2012,10,"no","moderate","never","none","none","low","low","moderate"
"No","Pacific",2015,11,"no","moderate","occasionally","none","none","low","low","low"
"No","Pacific",2016,8.8,"no","moderate","occasionally","none","none","low","low","low"
"No","Pacific",2004,10,"no","low","often","none","none","none","low","low"
"No","Pacific",2008,10,"no","low","often","none","none","none","low","low"
"No","Pacific",2009,11,"no","low","often","none","none","none","low","low"
"No","Pacific",2009,10,"no","low","often","none","none","none","low","low"
"No","Pacific",2005,11,"no","low","often","none","none","none","low","low"
"No","Indian",2001,6,"no","none","never","none","none","low","none","none"
"No","Indian",2001,10,"no","none","never","none","none","low","none","none"
"No","Pacific",2005,10,"no","low","often","none","none","none","low","low"
"No","Pacific",2009,11,"no","low","often","none","none","none","low","low"
"No","Pacific",2010,10,"no","moderate","always","none","none","low","moderate","low"
"No","Pacific",2010,10,"no","low","often","none","none","none","low","low"
"No","Pacific",2012,10,"no","low","occasionally","none","none","low","low","moderate"
"No","Pacific",2014,10,"no","low","occasionally","none","none","low","low","moderate"
"No","Pacific",2015,10,"no","low","occasionally","none","none","low","low","moderate"
